[?1034hType                                  Module                      Label             Process   
edm::ValueMap<float>                  "hltL3TkTracksFromL2"       "MVAVals"         "TEST"    
edm::ValueMap<float>                  "hltL3TkTracksMergeStep1"   "MVAVals"         "TEST"    
edm::ValueMap<float>                  "hltPFMuonMerging"          "MVAVals"         "TEST"    
edm::ValueMap<reco::MuonTimeExtra>    "hltMuons"                  "combined"        "TEST"    
edm::ValueMap<reco::MuonTimeExtra>    "hltMuons"                  "csc"             "TEST"    
edm::ValueMap<reco::MuonTimeExtra>    "hltMuons"                  "dt"              "TEST"    
edmNew::DetSetVector<SiPixelCluster>    "hltSiPixelClusters"        ""                "TEST"    
edmNew::DetSetVector<SiPixelRecHit>    "hltSiPixelRecHits"         ""                "TEST"    
edmNew::DetSetVector<SiStripCluster>    "hltSiStripRawToClustersFacility"   ""                "TEST"    
reco::BeamSpot                        "hltOnlineBeamSpot"         ""                "TEST"    
pair<int,vector<L1CSCSPStatusDigi> >    "csctfDigis"                ""                "TEST"    
set<EBDetId>                          "hltEcalDetIdToBeRecovered"   "ebDetId"         "TEST"    
set<EEDetId>                          "hltEcalDetIdToBeRecovered"   "eeDetId"         "TEST"    
set<EcalScDetId>                      "hltEcalDetIdToBeRecovered"   "eeFE"            "TEST"    
set<EcalTrigTowerDetId>               "hltEcalDetIdToBeRecovered"   "ebFE"            "TEST"    
vector<BeamSpotOnline>                "hltScalersRawToDigi"       ""                "TEST"    
vector<BeamSpotOnline>                "scalersRawToDigi"          ""                "TEST"    
vector<DcsStatus>                     "hltScalersRawToDigi"       ""                "TEST"    
vector<DcsStatus>                     "scalersRawToDigi"          ""                "TEST"    
vector<L1AcceptBunchCrossing>         "hltScalersRawToDigi"       ""                "TEST"    
vector<L1AcceptBunchCrossing>         "scalersRawToDigi"          ""                "TEST"    
vector<L1CaloEmCand>                  "gctDigis"                  ""                "TEST"    
vector<L1CaloEmCand>                  "simRctDigis"               ""                "TEST"    
vector<L1CaloRegion>                  "gctDigis"                  ""                "TEST"    
vector<L1CaloRegion>                  "simRctDigis"               ""                "TEST"    
vector<L1GctEmCand>                   "gctDigis"                  "isoEm"           "TEST"    
vector<L1GctEmCand>                   "simCaloStage1LegacyFormatDigis"   "isoEm"           "TEST"    
vector<L1GctEmCand>                   "gctDigis"                  "nonIsoEm"        "TEST"    
vector<L1GctEmCand>                   "simCaloStage1LegacyFormatDigis"   "nonIsoEm"        "TEST"    
vector<L1GctEtHad>                    "gctDigis"                  ""                "TEST"    
vector<L1GctEtHad>                    "simCaloStage1LegacyFormatDigis"   ""                "TEST"    
vector<L1GctEtMiss>                   "gctDigis"                  ""                "TEST"    
vector<L1GctEtMiss>                   "simCaloStage1LegacyFormatDigis"   ""                "TEST"    
vector<L1GctEtTotal>                  "gctDigis"                  ""                "TEST"    
vector<L1GctEtTotal>                  "simCaloStage1LegacyFormatDigis"   ""                "TEST"    
vector<L1GctFibreWord>                "gctDigis"                  ""                "TEST"    
vector<L1GctHFBitCounts>              "gctDigis"                  ""                "TEST"    
vector<L1GctHFBitCounts>              "simCaloStage1LegacyFormatDigis"   ""                "TEST"    
vector<L1GctHFRingEtSums>             "gctDigis"                  ""                "TEST"    
vector<L1GctHFRingEtSums>             "simCaloStage1LegacyFormatDigis"   ""                "TEST"    
vector<L1GctHtMiss>                   "gctDigis"                  ""                "TEST"    
vector<L1GctHtMiss>                   "simCaloStage1LegacyFormatDigis"   ""                "TEST"    
vector<L1GctInternEmCand>             "gctDigis"                  ""                "TEST"    
vector<L1GctInternEtSum>              "gctDigis"                  ""                "TEST"    
vector<L1GctInternEtSum>              "simCaloStage1LegacyFormatDigis"   ""                "TEST"    
vector<L1GctInternHFData>             "gctDigis"                  ""                "TEST"    
vector<L1GctInternHtMiss>             "gctDigis"                  ""                "TEST"    
vector<L1GctInternHtMiss>             "simCaloStage1LegacyFormatDigis"   ""                "TEST"    
vector<L1GctInternJetData>            "gctDigis"                  ""                "TEST"    
vector<L1GctInternJetData>            "simCaloStage1LegacyFormatDigis"   ""                "TEST"    
vector<L1GctJetCand>                  "gctDigis"                  "cenJets"         "TEST"    
vector<L1GctJetCand>                  "simCaloStage1LegacyFormatDigis"   "cenJets"         "TEST"    
vector<L1GctJetCand>                  "gctDigis"                  "forJets"         "TEST"    
vector<L1GctJetCand>                  "simCaloStage1LegacyFormatDigis"   "forJets"         "TEST"    
vector<L1GctJetCand>                  "simCaloStage1LegacyFormatDigis"   "isoTauJets"      "TEST"    
vector<L1GctJetCand>                  "gctDigis"                  "tauJets"         "TEST"    
vector<L1GctJetCand>                  "simCaloStage1LegacyFormatDigis"   "tauJets"         "TEST"    
vector<L1GctJetCounts>                "gctDigis"                  ""                "TEST"    
vector<L1MuGMTCand>                   "gmtReEmulDigis"            ""                "TEST"    
vector<L1MuGMTCand>                   "gtDigis"                   ""                "TEST"    
vector<L1MuRegionalCand>              "csctfReEmulDigis"          "CSC"             "TEST"    
vector<L1MuRegionalCand>              "gtDigis"                   "CSC"             "TEST"    
vector<L1MuRegionalCand>              "dttfReEmulDigis"           "DT"              "TEST"    
vector<L1MuRegionalCand>              "gtDigis"                   "DT"              "TEST"    
vector<L1MuRegionalCand>              "gtDigis"                   "RPCb"            "TEST"    
vector<L1MuRegionalCand>              "rpcTriggerReEmulDigis"     "RPCb"            "TEST"    
vector<L1MuRegionalCand>              "gtDigis"                   "RPCf"            "TEST"    
vector<L1MuRegionalCand>              "rpcTriggerReEmulDigis"     "RPCf"            "TEST"    
vector<L1TriggerError>                "gctDigis"                  ""                "TEST"    
vector<L1TriggerScalers>              "hltScalersRawToDigi"       ""                "TEST"    
vector<L1TriggerScalers>              "scalersRawToDigi"          ""                "TEST"    
vector<L2MuonTrajectorySeed>          "hltL2MuonSeeds"            ""                "TEST"    
vector<L3MuonTrajectorySeed>          "hltL3TrajSeedIOHit"        ""                "TEST"    
vector<L3MuonTrajectorySeed>          "hltL3TrajSeedOIHit"        ""                "TEST"    
vector<L3MuonTrajectorySeed>          "hltL3TrajSeedOIState"      ""                "TEST"    
vector<L3MuonTrajectorySeed>          "hltL3TrajectorySeed"       ""                "TEST"    
vector<Level1TriggerScalers>          "hltScalersRawToDigi"       ""                "TEST"    
vector<Level1TriggerScalers>          "scalersRawToDigi"          ""                "TEST"    
vector<LumiScalers>                   "hltScalersRawToDigi"       ""                "TEST"    
vector<LumiScalers>                   "scalersRawToDigi"          ""                "TEST"    
vector<RPCDigiL1Link>                 "rpcTriggerReEmulDigis"     "RPCb"            "TEST"    
vector<RPCDigiL1Link>                 "rpcTriggerReEmulDigis"     "RPCf"            "TEST"    
vector<TrackCandidate>                "hltIter0PFlowCkfTrackCandidates"   ""                "TEST"    
vector<TrackCandidate>                "hltIter1PFlowCkfTrackCandidates"   ""                "TEST"    
vector<TrackCandidate>                "hltIter2PFlowCkfTrackCandidates"   ""                "TEST"    
vector<TrackCandidate>                "hltL3TrackCandidateFromL2"   ""                "TEST"    
vector<TrackCandidate>                "hltL3TrackCandidateFromL2IOHit"   ""                "TEST"    
vector<TrackCandidate>                "hltL3TrackCandidateFromL2OIHit"   ""                "TEST"    
vector<TrackCandidate>                "hltL3TrackCandidateFromL2OIState"   ""                "TEST"    
vector<TrajectorySeed>                "hltIter0PFLowPixelSeedsFromPixelTracks"   ""                "TEST"    
vector<TrajectorySeed>                "hltIter1PFlowPixelSeeds"   ""                "TEST"    
vector<TrajectorySeed>                "hltIter2PFlowPixelSeeds"   ""                "TEST"    
vector<TrajectorySeed>                "hltL2OfflineMuonSeeds"     ""                "TEST"    
vector<double>                        "ak4GenJets"                "rhos"            "TEST"    
vector<double>                        "ak4GenJetsNoNu"            "rhos"            "TEST"    
vector<double>                        "hltAK4CaloJets"            "rhos"            "TEST"    
vector<double>                        "hltAK4CaloJetsPF"          "rhos"            "TEST"    
vector<double>                        "hltAK4Iter0TrackJets4Iter1"   "rhos"            "TEST"    
vector<double>                        "hltAK4Iter1TrackJets4Iter2"   "rhos"            "TEST"    
vector<double>                        "hltAK4PFJets"              "rhos"            "TEST"    
vector<double>                        "ak4GenJets"                "sigmas"          "TEST"    
vector<double>                        "ak4GenJetsNoNu"            "sigmas"          "TEST"    
vector<double>                        "hltAK4CaloJets"            "sigmas"          "TEST"    
vector<double>                        "hltAK4CaloJetsPF"          "sigmas"          "TEST"    
vector<double>                        "hltAK4Iter0TrackJets4Iter1"   "sigmas"          "TEST"    
vector<double>                        "hltAK4Iter1TrackJets4Iter2"   "sigmas"          "TEST"    
vector<double>                        "hltAK4PFJets"              "sigmas"          "TEST"    
vector<l1extra::L1EmParticle>         "hltL1extraParticles"       "Isolated"        "TEST"    
vector<l1extra::L1EmParticle>         "hltL1extraParticles"       "NonIsolated"     "TEST"    
vector<l1extra::L1EtMissParticle>     "hltL1extraParticles"       "MET"             "TEST"    
vector<l1extra::L1EtMissParticle>     "hltL1extraParticles"       "MHT"             "TEST"    
vector<l1extra::L1HFRings>            "hltL1extraParticles"       ""                "TEST"    
vector<l1extra::L1JetParticle>        "hltL1extraParticles"       "Central"         "TEST"    
vector<l1extra::L1JetParticle>        "hltL1extraParticles"       "Forward"         "TEST"    
vector<l1extra::L1JetParticle>        "hltL1extraParticles"       "IsoTau"          "TEST"    
vector<l1extra::L1JetParticle>        "hltL1extraParticles"       "Tau"             "TEST"    
vector<l1extra::L1MuonParticle>       "hltL1extraParticles"       ""                "TEST"    
vector<reco::CaloJet>                 "hltAK4CaloJets"            ""                "TEST"    
vector<reco::CaloJet>                 "hltAK4CaloJetsCorrected"   ""                "TEST"    
vector<reco::CaloJet>                 "hltAK4CaloJetsCorrectedIDPassed"   ""                "TEST"    
vector<reco::CaloJet>                 "hltAK4CaloJetsIDPassed"    ""                "TEST"    
vector<reco::CaloJet>                 "hltAK4CaloJetsPF"          ""                "TEST"    
vector<reco::CaloJet>                 "hltAK4CaloJetsPFEt5"       ""                "TEST"    
vector<reco::CaloMET>                 "hltMet"                    ""                "TEST"    
vector<reco::CaloMuon>                "hltMuons"                  ""                "TEST"    
vector<reco::GenJet>                  "ak4GenJets"                ""                "TEST"    
vector<reco::GenJet>                  "ak4GenJetsNoNu"            ""                "TEST"    
vector<reco::MET>                     "hltPFMETProducer"          ""                "TEST"    
vector<reco::Muon>                    "hltMuons"                  ""                "TEST"    
vector<reco::MuonTrackLinks>          "hltL3MuonsIOHit"           ""                "TEST"    
vector<reco::MuonTrackLinks>          "hltL3MuonsLinksCombination"   ""                "TEST"    
vector<reco::MuonTrackLinks>          "hltL3MuonsOIHit"           ""                "TEST"    
vector<reco::MuonTrackLinks>          "hltL3MuonsOIState"         ""                "TEST"    
vector<reco::MuonTrackLinks>          "hltMuonLinks"              ""                "TEST"    
vector<reco::PFBlock>                 "hltParticleFlowBlock"      ""                "TEST"    
vector<reco::PFCandidate>             "hltParticleFlow"           ""                "TEST"    
vector<reco::PFCandidate>             "hltParticleFlow"           "AddedMuonsAndHadrons"   "TEST"    
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedCosmicsMuons"   "TEST"    
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedFakeMuons"   "TEST"    
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedHF"       "TEST"    
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedPunchThroughMuons"   "TEST"    
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedPunchThroughNeutralHadrons"   "TEST"    
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedTrackerAndGlobalMuons"   "TEST"    
vector<reco::PFCluster>               "hltParticleFlowClusterECALUncorrectedUnseeded"   ""                "TEST"    
vector<reco::PFCluster>               "hltParticleFlowClusterECALUnseeded"   ""                "TEST"    
vector<reco::PFCluster>               "hltParticleFlowClusterHCAL"   ""                "TEST"    
vector<reco::PFCluster>               "hltParticleFlowClusterHFEM"   ""                "TEST"    
vector<reco::PFCluster>               "hltParticleFlowClusterHFHAD"   ""                "TEST"    
vector<reco::PFCluster>               "hltParticleFlowClusterPSUnseeded"   ""                "TEST"    
vector<reco::PFJet>                   "hltAK4PFJets"              ""                "TEST"    
vector<reco::PFJet>                   "hltAK4PFJetsCorrected"     ""                "TEST"    
vector<reco::PFRecHit>                "hltParticleFlowRecHitECALUnseeded"   ""                "TEST"    
vector<reco::PFRecHit>                "hltParticleFlowRecHitHCAL"   ""                "TEST"    
vector<reco::PFRecHit>                "hltParticleFlowRecHitPSUnseeded"   ""                "TEST"    
vector<reco::PFRecHit>                "hltParticleFlowRecHitECALUnseeded"   "Cleaned"         "TEST"    
vector<reco::PFRecHit>                "hltParticleFlowRecHitHCAL"   "Cleaned"         "TEST"    
vector<reco::PFRecHit>                "hltParticleFlowRecHitPSUnseeded"   "Cleaned"         "TEST"    
vector<reco::PFRecHit>                "hltParticleFlowRecHitHCAL"   "HFEM"            "TEST"    
vector<reco::PFRecHit>                "hltParticleFlowRecHitHCAL"   "HFHAD"           "TEST"    
vector<reco::PFRecTrack>              "hltLightPFTracks"          ""                "TEST"    
vector<reco::RecoChargedCandidate>    "hltL2MuonCandidates"       ""                "TEST"    
vector<reco::RecoChargedCandidate>    "hltL3MuonCandidates"       ""                "TEST"    
vector<reco::RecoChargedRefCandidate>    "hltIter1TrackRefsForJets4Iter2"   ""                "TEST"    
vector<reco::RecoChargedRefCandidate>    "hltTrackIter0RefsForJets4Iter1"   ""                "TEST"    
vector<reco::Track>                   "hltIter0PFlowCtfWithMaterialTracks"   ""                "TEST"    
vector<reco::Track>                   "hltIter0PFlowTrackSelectionHighPurity"   ""                "TEST"    
vector<reco::Track>                   "hltIter1Merged"            ""                "TEST"    
vector<reco::Track>                   "hltIter1PFlowCtfWithMaterialTracks"   ""                "TEST"    
vector<reco::Track>                   "hltIter1PFlowTrackSelectionHighPurity"   ""                "TEST"    
vector<reco::Track>                   "hltIter1PFlowTrackSelectionHighPurityLoose"   ""                "TEST"    
vector<reco::Track>                   "hltIter1PFlowTrackSelectionHighPurityTight"   ""                "TEST"    
vector<reco::Track>                   "hltIter2Merged"            ""                "TEST"    
vector<reco::Track>                   "hltIter2PFlowCtfWithMaterialTracks"   ""                "TEST"    
vector<reco::Track>                   "hltIter2PFlowTrackSelectionHighPurity"   ""                "TEST"    
vector<reco::Track>                   "hltL2Muons"                ""                "TEST"    
vector<reco::Track>                   "hltL3Muons"                ""                "TEST"    
vector<reco::Track>                   "hltL3MuonsIOHit"           ""                "TEST"    
vector<reco::Track>                   "hltL3MuonsOIHit"           ""                "TEST"    
vector<reco::Track>                   "hltL3MuonsOIState"         ""                "TEST"    
vector<reco::Track>                   "hltL3TkFromL2OICombination"   ""                "TEST"    
vector<reco::Track>                   "hltL3TkTracksFromL2"       ""                "TEST"    
vector<reco::Track>                   "hltL3TkTracksFromL2IOHit"   ""                "TEST"    
vector<reco::Track>                   "hltL3TkTracksFromL2OIHit"   ""                "TEST"    
vector<reco::Track>                   "hltL3TkTracksFromL2OIState"   ""                "TEST"    
vector<reco::Track>                   "hltL3TkTracksMergeStep1"   ""                "TEST"    
vector<reco::Track>                   "hltPFMuonMerging"          ""                "TEST"    
vector<reco::Track>                   "hltPixelTracks"            ""                "TEST"    
vector<reco::Track>                   "hltL3MuonsIOHit"           "L2Seeded"        "TEST"    
vector<reco::Track>                   "hltL3MuonsOIHit"           "L2Seeded"        "TEST"    
vector<reco::Track>                   "hltL3MuonsOIState"         "L2Seeded"        "TEST"    
vector<reco::Track>                   "hltL2Muons"                "UpdatedAtVtx"    "TEST"    
vector<reco::TrackExtra>              "hltIter0PFlowCtfWithMaterialTracks"   ""                "TEST"    
vector<reco::TrackExtra>              "hltIter0PFlowTrackSelectionHighPurity"   ""                "TEST"    
vector<reco::TrackExtra>              "hltIter1Merged"            ""                "TEST"    
vector<reco::TrackExtra>              "hltIter1PFlowCtfWithMaterialTracks"   ""                "TEST"    
vector<reco::TrackExtra>              "hltIter1PFlowTrackSelectionHighPurity"   ""                "TEST"    
vector<reco::TrackExtra>              "hltIter1PFlowTrackSelectionHighPurityLoose"   ""                "TEST"    
vector<reco::TrackExtra>              "hltIter1PFlowTrackSelectionHighPurityTight"   ""                "TEST"    
vector<reco::TrackExtra>              "hltIter2Merged"            ""                "TEST"    
vector<reco::TrackExtra>              "hltIter2PFlowCtfWithMaterialTracks"   ""                "TEST"    
vector<reco::TrackExtra>              "hltIter2PFlowTrackSelectionHighPurity"   ""                "TEST"    
vector<reco::TrackExtra>              "hltL2Muons"                ""                "TEST"    
vector<reco::TrackExtra>              "hltL3MuonsIOHit"           ""                "TEST"    
vector<reco::TrackExtra>              "hltL3MuonsOIHit"           ""                "TEST"    
vector<reco::TrackExtra>              "hltL3MuonsOIState"         ""                "TEST"    
vector<reco::TrackExtra>              "hltL3TkTracksFromL2"       ""                "TEST"    
vector<reco::TrackExtra>              "hltL3TkTracksFromL2IOHit"   ""                "TEST"    
vector<reco::TrackExtra>              "hltL3TkTracksFromL2OIHit"   ""                "TEST"    
vector<reco::TrackExtra>              "hltL3TkTracksFromL2OIState"   ""                "TEST"    
vector<reco::TrackExtra>              "hltL3TkTracksMergeStep1"   ""                "TEST"    
vector<reco::TrackExtra>              "hltPFMuonMerging"          ""                "TEST"    
vector<reco::TrackExtra>              "hltPixelTracks"            ""                "TEST"    
vector<reco::TrackExtra>              "hltL3MuonsIOHit"           "L2Seeded"        "TEST"    
vector<reco::TrackExtra>              "hltL3MuonsOIHit"           "L2Seeded"        "TEST"    
vector<reco::TrackExtra>              "hltL3MuonsOIState"         "L2Seeded"        "TEST"    
vector<reco::TrackJet>                "hltAK4Iter0TrackJets4Iter1"   ""                "TEST"    
vector<reco::TrackJet>                "hltAK4Iter1TrackJets4Iter2"   ""                "TEST"    
vector<reco::TrackJet>                "hltIter0TrackAndTauJets4Iter1"   ""                "TEST"    
vector<reco::TrackJet>                "hltIter1TrackAndTauJets4Iter2"   ""                "TEST"    
vector<reco::Vertex>                  "hltPixelVertices"          ""                "TEST"    
vector<reco::Vertex>                  "hltTrimmedPixelVertices"   ""                "TEST"    
vector<pair<LinkBoardElectronicIndex,int> >    "muonRPCDigis"              ""                "TEST"    
vector<pair<csc::L1Track,MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi> > >    "csctfDigis"                ""                "TEST"    
vector<pair<csc::L1Track,MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi> > >    "csctfReEmulTrackDigis"     ""                "TEST"    
vector<pair<unsigned long,edm::Ptr<reco::PFCluster> > >    "hltParticleFlowClusterECALUnseeded"   ""                "TEST"    
